year,month,plot_code,date,lai,comment
2009,12,KOG-03,2009-12-15T00:00:00Z,1.3814074353889165,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,1,KOG-03,2010-01-15T00:00:00Z,1.0498589536530767,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,2,KOG-03,2010-02-15T00:00:00Z,1.0797953620914096,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,3,KOG-03,2010-03-15T00:00:00Z,1.4159967191698009,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,4,KOG-03,2010-04-15T00:00:00Z,1.8916911751015033,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,5,KOG-03,2010-05-15T00:00:00Z,2.3423926891324136,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,6,KOG-03,2010-06-15T00:00:00Z,2.569986587246425,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,7,KOG-03,2010-07-15T00:00:00Z,2.6742497062695496,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,8,KOG-03,2010-08-15T00:00:00Z,2.5256404082632287,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,9,KOG-03,2010-09-15T00:00:00Z,2.4250959342131266,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,10,KOG-03,2010-10-15T00:00:00Z,2.2778479031797367,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,11,KOG-03,2010-11-15T00:00:00Z,1.8221051774247736,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2010,12,KOG-03,2010-12-15T00:00:00Z,1.415433212535869,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,1,KOG-03,2011-01-15T00:00:00Z,1.350487851183014,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,2,KOG-03,2011-02-15T00:00:00Z,1.6531859199169536,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,3,KOG-03,2011-03-15T00:00:00Z,1.995412707114541,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,4,KOG-03,2011-04-15T00:00:00Z,2.316120902089874,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,5,KOG-03,2011-05-15T00:00:00Z,2.6030375675754245,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,6,KOG-03,2011-06-15T00:00:00Z,2.7113165539170496,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,7,KOG-03,2011-07-15T00:00:00Z,2.777852610206272,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,8,KOG-03,2011-08-15T00:00:00Z,2.790503159120134,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,9,KOG-03,2011-09-15T00:00:00Z,2.7398472359838,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,10,KOG-03,2011-10-15T00:00:00Z,2.5596964528161674,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,11,KOG-03,2011-11-15T00:00:00Z,2.0924599630786123,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,12,KOG-03,2011-12-15T00:00:00Z,1.633991001668171,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,1,KOG-03,2012-01-15T00:00:00Z,1.2469446108550752,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,2,KOG-03,2012-02-15T00:00:00Z,1.1796130270865266,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,3,KOG-03,2012-03-15T00:00:00Z,1.3459546616094946,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,4,KOG-03,2012-04-15T00:00:00Z,2.078945810529794,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,5,KOG-03,2012-05-15T00:00:00Z,2.4681021625943655,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,6,KOG-03,2012-06-15T00:00:00Z,2.8096298539151525,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,7,KOG-03,2012-07-15T00:00:00Z,3.0860319847601625,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,8,KOG-03,2012-08-15T00:00:00Z,3.2457956696264456,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,9,KOG-03,2012-09-15T00:00:00Z,3.230071609512458,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,10,KOG-03,2012-10-15T00:00:00Z,2.8852670278787653,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,11,KOG-03,2012-11-15T00:00:00Z,2.4762407660435115,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,12,KOG-03,2012-12-15T00:00:00Z,1.9952055460492089,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,1,KOG-03,2013-01-15T00:00:00Z,1.563667875849152,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,3,KOG-03,2013-03-15T00:00:00Z,1.8467334436129752,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,4,KOG-03,2013-04-15T00:00:00Z,2.2451944691798102,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,5,KOG-03,2013-05-15T00:00:00Z,2.6446953363886516,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,6,KOG-03,2013-06-15T00:00:00Z,2.899322807518594,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,8,KOG-03,2013-08-15T00:00:00Z,3.1299826607791346,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,9,KOG-03,2013-09-15T00:00:00Z,3.0168234908004394,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,10,KOG-03,2013-10-15T00:00:00Z,2.5577051831974633,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,11,KOG-03,2013-11-15T00:00:00Z,2.038910615513225,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,12,KOG-03,2013-12-15T00:00:00Z,1.7436177997964803,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,1,KOG-03,2014-01-15T00:00:00Z,1.6042338338160442,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,3,KOG-03,2014-03-15T00:00:00Z,2.3184229930501057,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,4,KOG-03,2014-04-15T00:00:00Z,2.5172561481019065,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,5,KOG-03,2014-05-15T00:00:00Z,2.645591577538392,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,7,KOG-03,2014-07-15T00:00:00Z,2.372341699773098,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,8,KOG-03,2014-08-15T00:00:00Z,2.2250596434567225,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,9,KOG-03,2014-09-15T00:00:00Z,2.2503242263723102,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,10,KOG-03,2014-10-15T00:00:00Z,2.25274510410168,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,11,KOG-03,2014-11-15T00:00:00Z,2.2370092824341947,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,12,KOG-03,2014-12-15T00:00:00Z,1.890712425116209,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,1,KOG-03,2015-01-15T00:00:00Z,1.5103634539484152,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,2,KOG-03,2015-02-15T00:00:00Z,1.4353946309164534,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,3,KOG-03,2015-03-15T00:00:00Z,1.6409900236830894,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,4,KOG-03,2015-04-15T00:00:00Z,1.9807390428359777,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,5,KOG-03,2015-05-15T00:00:00Z,2.2835726102517078,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,6,KOG-03,2015-06-15T00:00:00Z,2.5596714286849584,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,7,KOG-03,2015-07-15T00:00:00Z,2.7057848792487773,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,8,KOG-03,2015-08-15T00:00:00Z,2.6865984393674225,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,10,KOG-03,2015-10-15T00:00:00Z,2.3503436912228444,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,11,KOG-03,2015-11-15T00:00:00Z,2.0566275837368657,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,12,KOG-03,2015-12-15T00:00:00Z,1.8264344535811863,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,3,KOG-03,2016-03-15T00:00:00Z,1.9393544004644756,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,4,KOG-03,2016-04-15T00:00:00Z,2.2810745792636515,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,5,KOG-03,2016-05-15T00:00:00Z,2.6495615208159133,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,6,KOG-03,2016-06-15T00:00:00Z,3.053886114255829,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,7,KOG-03,2016-07-15T00:00:00Z,3.371382065873483,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,9,KOG-03,2016-09-15T00:00:00Z,3.2803993709769506,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,10,KOG-03,2016-10-15T00:00:00Z,2.8361312423253158,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,11,KOG-03,2016-11-15T00:00:00Z,2.3018981116598116,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,12,KOG-03,2016-12-15T00:00:00Z,1.6877910345509761,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,1,KOG-03,2017-01-15T00:00:00Z,1.1880204996983976,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,3,KOG-03,2017-03-15T00:00:00Z,2.0059793118993516,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,4,KOG-03,2017-04-15T00:00:00Z,2.464861451132388,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,5,KOG-03,2017-05-15T00:00:00Z,2.8940166700438166,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,6,KOG-03,2017-06-15T00:00:00Z,3.0666432356167137,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,7,KOG-03,2017-07-15T00:00:00Z,3.11904672774091,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,8,KOG-03,2017-08-15T00:00:00Z,3.056134339566969,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,9,KOG-03,2017-09-15T00:00:00Z,2.881315419532769,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,10,KOG-03,2017-10-15T00:00:00Z,2.608069103030318,LOESS span=0.07 smoothed from MODc6 qaqc filtered
